date,post_2008,primary_product_exports,total_exports,soybeans,oil,iron_ore,copper,wheat,corn,usdbrl,neer,primary_product_exports_z_12,total_exports_z_12,soybeans_z_12,oil_z_12,iron_ore_z_12,wheat_z_12,corn_z_12,usdbrl_z_12,neer_z_12,primary_product_exports_z_3,total_exports_z_3,soybeans_z_3,oil_z_3,iron_ore_z_3,wheat_z_3,corn_z_3,usdbrl_z_3,neer_z_3
8/1/07,0,5125.72,15093.71,763.42,874.9,995.3,73.79,0,227.15,1.9619,92.25,1.898167503,1.93817733,0.865704147,1.472701111,1.387276333,-0.581238194,2.406398518,-0.921017181,-0.872303097,0.947425622,1.226432788,-1.271959108,1.17902203,0.368896155,-0.925820099772551,1.2918,1.149212536,1.312980542
9/1/07,0,4444.01,13593.24,543.68,728.28,890.85,44.81,0,244.79,1.8336,89.92,0.771873688,0.673903042,0.067576284,0.797572608,0.369332977,-0.581238194,1.993326159,-1.745437608,-1.299950845,-1.319516912,-1.064428552,-1.350455745,-0.529036714,-1.245687391,-0.707106781186547,0.9653,-1.117220649,-0.292816341
10/1/07,0,5616.78,15744.76,664.19,1008.66,992.18,177.51,7.17,331.26,1.736,86.17,1.891540573,1.795376804,0.409509339,2.176932207,1.167225365,3.316286586,2.227841638,-1.970757561,-1.823173354,1.153309844,1.03697129,0.078947632,1.20559739,0.674711082,1.41421356237309,1.3964,-1.165680923,-1.308252407
11/1/07,0,4275.04,14001.35,267.53,755.65,858.18,54.25,0.06,243.73,1.7924,86.19,0.147825271,0.554787917,-1.010074104,0.428950827,-0.033205494,-0.28306857,1.060179311,-1.302855073,-1.505386629,-0.843958033,-0.477042854,-1.35070651,-0.595905889,-0.973844489,-0.698175182240948,-0.7200,0.126648374,-0.70142728
12/1/07,0,4877.49,14215.1,190.49,1346.02,925.19,158.57,21.72,166.36,1.78,86.66,0.772841989,0.587686557,-1.349612343,2.577630502,0.427729789,3.141903528,0.110469655,-1.194743089,-1.218694072,-0.083128032,-0.564969791,-0.884540576,1.278730732,0.000121865,1.33889962071473,-1.1988,0.43526336,1.413293749
1/1/08,0,3992.54,13234.23,250.72,615.87,962.21,65.85,30.26,85.7,1.7592,86.19,-0.550414519,-0.201389878,-1.220486373,-0.500486768,0.686623475,2.591303746,-0.867925213,-1.176009251,-1.174180071,-1.054417873,-1.383521857,0.437596,-0.916378966,1.092031627,1.01591744348488,-1.2332,-1.314090342,-0.707106781
2/1/08,0,3791.71,12763.89,186.18,607.04,921.42,49.74,82.17,66.67,1.6907,85.36,-1.174340632,-1.035180988,-1.449968295,-0.602606235,0.174117298,3.018929145,-1.12847491,-1.533647557,-1.210401945,-0.909228145,-1.059491706,-0.778991677,-0.719817676,-0.807050746,1.40211599775514,-0.9158,-1.378737628,-1.321020733
3/1/08,0,3664.27,12565.66,561.76,367.86,533.89,40.71,33.52,127.92,1.7519,86.32,-1.376360659,-1.188592832,-0.011005385,-1.474609016,-2.480174053,0.797536422,-0.502848181,-0.867579623,-0.823805839,-1.124148646,-1.030517729,1.395835453,-1.41351724,-1.40894055,-0.637332926678524,1.3475,0.584938027,0.854435614
4/1/08,0,4610.41,14038.69,1397.62,147.27,682.21,116.77,39.33,109.88,1.6629,85.97,0.251859291,0.228419976,2.297850849,-1.82690429,-1.297336262,0.886755196,-0.764046412,-1.561357682,-0.840822665,1.403280345,1.403301272,1.347809746,-1.207908982,-0.189766538,-0.568962604699312,0.3265,-1.047237586,0.218479681
5/1/08,0,8358.91,19244.06,1860.28,1939.75,1517.85,144.92,18.69,157.51,1.627,84.12,2.945414977,2.857364428,2.394176759,2.528859658,2.560288799,-0.030711888,-0.193797138,-1.589982992,-1.412874188,1.388304881,1.382705939,1.092474813,1.405181348,1.400326197,-1.36051795834382,1.3110,-1.020878924,-1.398632094
6/1/08,1,7585.84,18572.7,1506.03,1799.81,1626.07,56.09,0.04,80.84,1.6037,82.11,1.774526696,1.865333434,1.405258534,1.725482873,2.136755176,-0.82068966,-1.124504954,-1.53432284,-1.805143516,0.454292141,0.556923379,-0.414775821,0.619405531,0.83151429,-1.20355302172265,-1.1149,-1.129359482,-1.241311668
7/1/08,1,8317.79,20401.42,1901.28,1345.17,1975.87,200.96,0.02,88.97,1.5654,81.06,1.771249944,2.004293216,1.703460946,0.729501553,2.261216111,-0.821595993,-0.897005323,-1.573303736,-1.733202117,0.648422636,1.317818516,0.819479517,-1.37792369,1.377614184,-0.708243303703304,-0.5856,-1.311260764,-1.079108197
8/1/08,1,8183.19,19678.94,1219.81,1950.32,1908.53,218.64,0,74.94,1.6315,80.55,1.39495934,1.420265979,0.540456989,1.520901894,1.651975713,-0.822443218,-0.907524621,-0.879149238,-1.761227407,0.484908676,0.170099279,-1.154513269,0.979184778,0.473187516,-1.22474487139159,-1.1550,1.155047083,-1.062418937
9/1/08,1,7426.65,19091.21,900.39,1107.03,2137.91,58.1,0,65.81,1.9046,87.61,0.832557509,1.023908645,-0.013607805,0.041988768,1.683156412,-0.822443218,-0.865158146,2.121482713,1.222127049,-1.400266307,-1.180678552,-1.054322864,-1.015503243,1.355321185,-0.707106781186547,-1.1300,1.390121646,1.411244216
10/1/08,1,7180.11,18423.68,524.6,1383.66,1916.84,108.63,0,78.65,2.159,100.24,0.617799665,0.700388363,-0.593411201,0.45854774,1.068403879,-0.784180713,-0.655739315,2.672651121,2.945874169,-0.975996337,-1.249856639,-1.256471008,-0.275437472,-0.667631458,,1.0225,1.210018957,1.322706843
11/1/08,1,5174.6,14057.92,311.2,1125.02,1372.28,9.86,0,148.01,2.3063,100.66,-0.506672601,-0.77855916,-0.944379279,-0.033786945,-0.002029928,-0.783844503,1.248346302,2.360526741,2.131931036,-1.407153673,-1.403633579,-1.098405631,-0.63473632,-1.357431575,,1.3992,1.102908854,0.741503814
12/1/08,1,4741.62,13692.23,332.31,1166.8,983.49,126.08,0.06,237.06,2.3145,107.19,-0.735086437,-0.87725047,-0.948234236,0.064582812,-0.750271454,-0.691098059,2.622688947,1.830713214,2.182491519,-0.901047606,-0.790466065,-0.594315402,-0.514788727,-1.151278745,1.41421356237309,1.2722,0.763713717,1.412158724
1/1/09,1,3558.54,9663.35,252.96,324.55,1029.2,37.19,5.76,228.37,2.323,101.33,-1.329795169,-1.85434731,-1.078539659,-1.296643843,-0.679298671,-0.37800816,1.846779009,1.506238755,1.240088762,-1.366035645,-1.410232349,-1.366776317,-1.412843361,-0.57128367,1.41415541732449,0.5959,1.232012411,-0.589813096
2/1/09,1,3489.18,9491.9,264.42,504.2,993.87,7.13,11.3,122.43,2.3866,99.54,-1.330646546,-1.651563423,-1.083582431,-0.971631233,-0.765863768,0.16559969,-0.077467381,1.407235507,0.887438935,-0.766586824,-0.750814351,-0.537141048,-0.444460087,-0.425063105,1.21889234415432,-1.4109,1.405963238,-0.963133942
3/1/09,1,4601.16,11607.79,973.43,284.75,1318.97,42.7,19.43,71.65,2.3228,97.4,-0.822868569,-1.050533964,0.033181669,-1.301636643,-0.302942724,0.973251245,-0.881011165,1.023055648,0.553769385,1.412020354,1.410446346,1.414077243,-0.905249392,1.407261474,1.29437296869558,-1.0594,-0.710434328,-1.259439104
4/1/09,1,5594.07,12221.83,1541.99,462.35,1401.43,58.51,9.08,54.56,2.1904,95.38,-0.332166891,-0.831760107,0.952486641,-1.120093404,-0.294480526,0.514863581,-1.045438856,0.506974868,0.253220087,1.201010607,0.953222208,1.17749455,0.475653104,0.928383239,-0.941770420748247,-0.9825,-1.340447133,-1.212800295
5/1/09,1,5369.69,11921.11,1723.76,602.79,803.34,10.7,2.82,46.54,1.9702,89.91,-0.340607152,-0.76479771,1.305949625,-0.741634595,-1.504753485,-0.203586248,-0.997924944,-0.28959612,-0.423889237,0.426622944,0.0167532,0.972153497,1.174375864,-1.4027261,-1.11302756116031,-1.0546,-1.312903405,-1.365335027
6/1/09,1,6775.87,14344.9,2576.88,516.08,1010.77,98.33,8.82,25.23,1.9518,87.38,0.564969778,-0.054790371,2.099878793,-0.764122876,-0.881526539,0.673467601,-1.19370887,-0.499025983,-0.810863439,1.398532257,1.405024761,1.394951706,-0.190002271,-0.246317359,0.661673338116359,-1.3638,-0.790277224,-1.051309801
7/1/09,1,6398.49,14050.67,1467.99,1278.7,1181.08,62.86,0.01,27.91,1.8651,86.38,0.478751659,0.009167979,0.660868691,0.781131358,-0.378802952,-0.792815217,-1.024925142,-1.069181023,-1.063859416,0.365402357,0.566493469,-0.959490272,1.406568622,1.18272485,-1.05413488550403,-0.5610,-1.395085828,-1.01645674
8/1/09,1,6089.5,13792.13,1306.23,1301.96,1040.74,64.89,0.07,61.58,1.8804,82.86,0.446380529,0.092988213,0.416841375,1.150170539,-0.587179348,-0.784400872,-0.515810566,-1.294641931,-1.623554727,-1.182112539,-1.197554263,-0.845472637,0.738721134,-0.495580862,-0.699846278144631,1.4111,-0.494913398,-1.382496723
9/1/09,1,5502.41,13801.85,817.74,765,1252.95,70.31,5.43,113.36,1.767,82.13,0.116824891,0.312931337,-0.271145809,-0.112981081,0.217748826,0.034029187,0.175785692,-1.678297044,-1.538810376,-1.330259449,-0.666099922,-1.373258423,-1.413175024,1.074537692,1.4141478509359,1.3016,-1.403241426,-0.894639329
10/1/09,1,5454,14015.8,315.67,1169.96,1137.28,110.91,0,121.98,1.7612,79.15,0.232472829,0.779935627,-0.943441413,1.013226239,0.058289939,-0.897627051,0.249201243,-1.404691527,-1.542407999,-0.789249172,1.41316821,-1.230303179,0.398262133,-0.073504865,-0.720823317293198,0.8625,-0.759295148,-1.389612653
11/1/09,1,4394.39,12498.22,84.13,1018.09,971.61,31.28,0.02,171.47,1.7557,79.27,-0.773741781,-0.058143699,-1.206278202,0.641919952,-0.753117435,-0.894710782,0.921922984,-1.197380694,-1.274036332,-1.413156698,-1.40216919,-1.05064834,0.201991412,-1.290523445,-0.70318931544027,1.4008,-1.213763846,-0.663098182
12/1/09,1,4730.14,14382.12,99.04,923.87,1098.52,208.2,0,213.72,1.7445,79.87,-0.435081294,1.044152161,-1.129698502,0.459267775,-0.030201308,-0.896598627,1.631498374,-1.056032255,-1.084048705,-0.292592586,0.919697629,-0.635479219,-1.118919121,0.415289215,-0.707106781186547,1.1913,-1.338348867,1.397001397
1/1/10,1,4072.56,11153.01,45.34,1014.45,962.09,77.05,31.76,157,1.895,79.59,-1.212979788,-1.096930712,-1.150500529,0.588032416,-0.835339792,2.598103058,1.000040746,-0.291861768,-0.978902788,-1.216012043,-1.151311816,-1.362112966,0.664936348,-0.782262597,1.41421335193774,-0.9861,1.41105573,0.054392829
2/1/10,1,4752.1,12066.64,265.51,1190.36,1165.06,110.31,27.81,102.19,1.8076,81.53,-0.702414578,-0.814231812,-0.865894103,0.948162408,0.331460122,1.741559266,0.085443002,-0.585762403,-0.584338567,0.741645982,-0.343829138,1.374987567,1.332880942,1.0633603,0.562745834678376,-1.2177,-0.131263897,1.40155295
3/1/10,1,6635.51,15637.89,1164.9,1524.45,1429.28,46.24,58.55,58.66,1.7813,78.75,1.371480044,1.832802774,0.276103121,1.686779596,1.767856965,2.659690903,-0.644498562,-0.671607887,-0.954004128,1.367126111,1.387695407,1.389641787,1.330207109,1.27462129,1.40431812987143,-1.1753,-0.960208186,-1.036504941
4/1/10,1,7015.89,15074.16,1797.29,1305.54,1439.59,126.03,48.63,35.34,1.7394,77.18,1.501469443,1.162974182,1.038373677,0.871250953,1.754890738,1.652913772,-0.994117309,-1.103261966,-1.27539711,0.890506607,0.519640259,1.147786784,-0.249532602,0.747291859,0.283636275758123,-1.0849,-1.306780972,-1.097128111
5/1/10,1,8569.99,17632.18,2089.59,1743.69,2190.13,26.62,11.49,17.41,1.8209,77.66,2.17184139,2.220073413,1.31086922,1.893691819,2.932685621,-0.229797687,-1.204721406,0.101906263,-1.071480187,1.389648795,1.38276453,1.051159221,1.225052235,1.414114861,-1.38565776430078,-1.1681,1.213062747,-0.309544985
6/1/10,1,7625.83,17012.42,1488.41,1151.46,2324.56,159.31,0.03,0.14,1.8047,76.4,1.282609871,1.514829878,0.821535752,-0.188140412,2.257122366,-0.754848718,-1.391322367,0.054340989,-1.375918352,-0.174255196,0.403370976,-1.235847334,-0.99160232,0.872668554,-0.965117109814787,-1.2170,0.464599378,-1.309631067
7/1/10,1,7952.98,17555.47,1495.98,711.76,2839.88,76.98,0,47.43,1.7549,76.44,1.321442851,1.480112374,0.826773623,-1.548120578,2.28469303,-0.756265426,-0.69945023,-0.768435479,-1.368107541,-0.246819761,0.563497764,-0.693624667,-1.160184583,1.3867904,-0.709877929458227,1.3189,-1.374440291,-0.672629516
8/1/10,1,9168.74,19085,1155.82,1344.99,3564.14,132.66,0.33,210.39,1.7559,76.82,1.708457713,1.731078798,0.364210097,0.66249624,2.316953906,-0.741633417,1.51103106,-0.62558775,-1.050464492,1.385292312,1.368333063,-1.413945048,1.040159389,1.287475864,1.40942771594945,1.3813,-0.685486621,1.408939907
9/1/10,1,8904.42,18726.31,824.13,1299.15,3308.73,95.1,0,363.06,1.7079,75.57,1.285927907,1.307134797,-0.111795058,0.378083943,1.590483112,-0.725705911,2.37007582,-1.480613809,-1.53942941,0.438700651,0.414503247,-1.219565788,0.626118089,0.237213088,-0.707106781186547,1.2112,-1.413978572,-1.350619873
10/1/10,1,8206.69,18136.57,430.53,716.65,3435,127.04,0,322.65,1.7019,75.18,0.761182565,0.916002651,-0.696844002,-1.51016158,1.41586027,-0.725705911,1.583103636,-1.375306397,-1.439471146,-1.363302947,-1.311292741,-1.258065704,-1.411182993,-0.009174644,-0.707106781186547,0.3708,-0.827605889,-0.967302971
11/1/10,1,7430.88,17558.6,139.53,1333.05,2703.61,145.45,17.02,395.15,1.7129,75.74,0.207695196,0.566449407,-1.133784805,0.490788808,0.538584229,0.035886955,1.750235281,-1.041322508,-0.963317456,-1.245794309,-1.220609241,-1.159229894,0.766170753,-1.395650684,1.4142135623731,1.1753,1.185998907,1.037996297
12/1/10,1,9598.52,20795.9,145.96,2815.51,3505.67,114.95,30.95,427.41,1.6613,73.74,1.302545304,1.519438255,-1.137672896,2.792344234,1.189238361,0.611344894,1.629895461,-1.641794697,-1.637891492,1.323073575,1.39426356,-0.683280477,1.355272963,0.802317168,1.18202394381805,1.0426,-1.384952775,-1.361141216
1/1/11,1,6683.22,15031.61,107.13,1188.4,2538.73,113.61,113.7,235.51,1.6736,73.19,-0.803165832,-0.908628436,-1.213769143,-0.331241275,0.002080828,2.679311907,0.331334461,-1.372409131,-1.567586535,-0.987588683,-1.171477097,-1.397237873,-0.803182906,-0.893259833,1.40159885668864,-1.3967,-0.408981074,-0.943081679
2/1/11,1,7359.39,16621.03,111.01,1677.64,2734.51,59.85,129.7,299.15,1.6632,74.67,-0.609660632,-0.483044051,-1.16504411,0.528436088,0.094748315,2.186762065,0.635307269,-1.327441611,-0.828818095,-0.418168656,-0.354527887,-0.593093848,-0.317194948,-0.459497387,0.883866564407584,-0.2699,-0.524072677,1.315193428
3/1/11,1,8758.76,19172.56,1383.49,1143.71,2885.06,116.21,228.16,102.29,1.6325,74.77,0.748210278,0.921863702,0.649346419,-0.428423842,0.160586808,2.597433174,-0.675514891,-1.554527243,-0.643811758,1.340145768,1.307882872,1.414208647,-0.797482911,1.168112651,1.40238484122945,-1.3414,-1.371703536,0.775190154
4/1/11,1,10306.85,20083,2417.29,1536.03,3129.3,196.34,113.51,29.51,1.5743,72.21,1.936283663,1.302973815,1.844677307,0.279367431,0.451610423,0.8354758,-1.14839196,-1.926501735,-1.968855967,1.244815771,0.994643367,1.180389502,0.37003418,1.30939527,-0.860843311608265,-1.0021,-1.329986553,-1.413372533
5/1/11,1,12099.15,23057.4,2558.51,2681.82,3607.07,56.24,74.06,10.59,1.5805,73.42,2.390276399,2.220447349,1.826201649,1.917409919,1.342066398,0.214125114,-1.263171634,-1.578035595,-1.023871394,1.25347508,1.378259743,0.837612399,1.37095573,1.333734679,-0.987092371541786,-0.9328,-0.584987487,-0.044629916
6/1/11,1,10946.48,22518.37,2232,1776.45,3486.53,122.06,38.94,3.37,1.5635,72.38,1.311433956,1.565175852,1.277364648,0.408138066,0.924628694,-0.338891665,-1.315249625,-1.597126655,-1.459169964,-0.230591677,0.488516502,-1.275978959,-0.449297583,0.388901949,-1.20036507200761,-1.0089,-1.319210772,-0.542206064
7/1/11,1,10675.66,22193.04,1841.15,2023.01,3741.5,178.07,0,78.91,1.5497,71.76,0.961053456,1.187179011,0.794713194,0.664217031,1.334050221,-0.90629751,-0.850689666,-1.517710609,-1.556402885,-0.91506615,-1.112534808,-1.259672918,-0.359565085,1.246368681,-1.24525019932636,1.4089,-1.180208098,-1.109676289
8/1/11,1,12761.69,26076.7,1898.96,2396.57,4469.09,145.66,0,449.85,1.5896,73.43,1.778891442,2.046285756,0.768780059,1.092461079,2.270206084,-0.905568936,1.358777294,-0.773807481,-0.317533115,1.404100461,1.41017698,-0.532626497,1.299302567,1.369294345,-0.707106781186547,1.3964,1.329699634,1.315407194
9/1/11,1,11351.68,23191.37,1458.15,1379.26,4083.71,87.33,0,500.55,1.8792,78.12,0.876350825,0.920209162,0.246065651,-0.554077737,1.289729317,-0.905568936,1.477343653,2.633549897,2.395137262,-0.281541625,-0.381975925,-1.403881704,-1.317770149,-0.048416683,,0.8377,1.405483955,1.368117116
10/1/11,1,10921.98,22056.07,739.96,1750.55,3798.36,220.48,0,442.23,1.7173,78.22,0.539948183,0.450330217,-0.55658298,-0.107285433,0.710930365,-0.905568936,1.048096896,0.76292603,1.918875124,-0.962677717,-1.015476225,-1.31000324,-0.217866996,-1.159569847,,-0.8492,-0.09619994,0.729361853
11/1/11,1,10056.9,21666.08,878.2,1522.51,3670.8,112.54,0.02,258.09,1.8085,78.06,-0.040494395,0.218355707,-0.502416085,-0.570828969,0.371094369,-0.870892635,0.120089334,1.543942537,1.572764336,-1.33705791,-0.986745579,-0.473223214,-0.18486018,-1.043637363,1.41421356237309,-1.3762,0.103110755,-1.111167799
12/1/11,1,10492.45,21999.06,696.24,2527.36,3672.56,164.4,0.31,213.4,1.8663,79.39,0.169506084,0.29822179,-0.81144479,1.489664548,0.346704321,-0.811645902,-0.030581783,1.688088,1.688694975,0.005681867,0.53486373,-0.969994643,1.380692306,-0.692320628,1.41186241600504,-0.9206,1.123858605,1.4056039
1/1/12,1,6939.92,15949.18,461.79,1553.98,1834.6,114.52,58.28,221.45,1.7471,76.75,-1.959262173,-1.929322241,-1.192991428,-0.602286965,-2.39307505,0.067750223,0.023445304,0.574246768,0.570775776,-1.405252668,-1.412517876,-1.272839707,-0.673105012,-1.414213076,1.41420035672579,-0.4900,-1.2368865,-1.221640396
2/1/12,1,7434.52,17926.5,715.52,1665.7,2187.26,132.5,101.17,72.18,1.7177,75.45,-1.678418373,-1.32443623,-1.020547914,-0.356730108,-1.641761345,0.744073118,-0.729943569,0.278801363,0.046228847,-0.543840129,-0.277286484,0.789041518,-0.574770805,-0.474053948,1.15939436931409,-1.4126,-0.92344621,-1.065551398
3/1/12,1,10137.2,20739.37,2062.71,2115.64,2775.67,89.05,123.44,73.03,1.8263,79,-0.128586867,-0.287122434,0.775327655,0.493338606,-0.812015764,1.703588972,-0.704686884,1.035674967,1.194760532,1.399537327,1.28943324,1.398757561,1.389029395,1.313350451,1.07771424859406,-0.7010,1.364926511,1.318352071
4/1/12,1,10066.32,19461.6,2261.5,2250.98,2566.94,111.73,93.42,26.93,1.9073,81.1,-0.160058275,-0.768678337,1.088168066,0.686998271,-0.990452462,1.16165884,-0.966284943,1.411434632,1.594527189,0.678740772,0.074591646,0.846886674,0.960130847,0.2339474,-0.989429942684138,-1.4140,1.161222389,1.107877918
5/1/12,1,11841.79,23146.07,3841.23,1779.81,2752.95,86.07,48.95,42.64,2.0226,85.53,0.97100879,0.685958791,2.418000535,-0.330105001,-0.645703813,0.231245595,-0.905305239,1.81984312,2.184285287,1.413334388,1.329195296,1.406838568,-1.358078125,0.582124679,-1.29583739386214,-0.2557,1.289533855,1.34222844
6/1/12,1,9364.5,19181.69,2591.95,1065.16,2747.89,100.46,26.3,33.27,2.0093,87,-0.506130508,-0.75710149,1.015609546,-1.843387956,-0.566716916,-0.255739133,-0.989380362,1.457415212,1.981197967,-1.016473185,-0.78316495,-0.450198958,-1.299470125,0.677662717,-1.07328659426247,-0.1565,0.57405316,0.979660023
7/1/12,1,9992.02,20837.12,2249.73,1348.03,2843.11,158.77,14.12,419.32,2.0569,85.92,-0.076571827,-0.071222349,0.6129563,-0.993937701,-0.355604148,-0.567145933,1.08424805,1.567336995,1.48500694,-0.387432651,-0.133992303,-0.942360544,-0.168913641,1.412635754,-1.08579312783745,1.4139,1.36138578,-0.369910715
8/1/12,1,10783.31,22241.32,1426.02,2334.21,2757.45,89.27,11.22,721.02,2.0297,86.89,0.599455299,0.732570398,-0.195143137,1.310548008,-0.330310145,-0.666299096,2.180665388,1.237641022,1.470930598,1.269053111,1.189886764,-1.35534643,1.381977036,-0.592511718,-0.917336432066883,1.1717,-0.116247639,0.590734025
9/1/12,1,9457.67,19890.12,1009.44,1496.66,2432.27,124.17,23.8,846.63,2.0258,87.63,-0.250314278,-0.270932289,-0.577902425,-0.68589684,-0.699852816,-0.432695119,2.142385038,1.046045824,1.360428209,-1.138510496,-1.13820881,-1.07166022,-0.528979675,-1.386327456,1.37952853860257,1.0278,-0.843371046,1.166322903
10/1/12,1,9234.07,21187.49,573.74,794.29,2642.35,202.43,7.07,987.6,2.0299,87.34,-0.321934264,0.433583318,-0.993866608,-1.816914424,-0.195682632,-0.86155756,2.020416816,0.924657268,1.089104161,-0.864289809,0.084422827,-1.233800003,-1.187383277,0.23516555,-0.978469805028455,1.2476,0.759428159,0.175180148
11/1/12,1,8853.55,19707.71,166.14,1573.94,2637.41,163.55,17.73,1071.62,2.136,87.99,-0.534192304,-0.254477132,-1.268824707,-0.26995047,-0.040498738,-0.657327443,1.75853769,1.485053246,1.044472378,-1.316070343,-0.841015341,-1.210917372,0.81440818,0.681724053,0.221253411078408,1.1096,1.413451992,1.26626482
12/1/12,1,9273.96,19684.37,90.02,2311.01,2811.41,138.11,93.55,771.59,2.0428,88.5,-0.136897212,-0.171910747,-1.233689598,1.311395125,0.797313981,1.06138272,0.839530594,0.633491037,0.979919683,0.809751002,-0.723638811,-0.878709409,1.213124475,1.413773902,1.4051501242326,-1.3611,-0.566253659,1.172630219
1/1/13,1,6542.31,15757.15,0.26,473.63,2257.9,103.86,132,946.66,1.9916,86,-2.141887291,-2.283704784,-1.234196183,-1.940226295,-1.727259843,1.636168371,1.083601061,0.079228825,0.289339664,-1.399696923,-1.414194942,-1.256898744,-1.297031991,-1.345749447,1.07228822596552,0.1357,-1.090730136,-1.387614573
2/1/13,1,7050.65,15478.94,516.59,1032.22,2127.17,134.19,110.66,648.47,1.9775,83.58,-1.675948367,-1.979044901,-0.761960026,-0.858061603,-2.216573728,1.128114908,0.253888553,-0.366847145,-0.704017962,-0.481926573,-0.778310037,1.395372999,-0.312149739,-0.915957988,-0.0896445975343198,-1.1478,-0.943345548,-1.218053015
3/1/13,1,8876.82,18360.47,1910.52,1290.21,2500.2,62.3,61.58,473.77,2.0219,82.97,-0.291117009,-0.557686782,0.455057746,-0.326381151,-0.416203771,0.195831203,-0.297174826,0.018857575,-1.348506722,1.383573407,1.408787098,1.365096149,1.050985389,1.327206043,-1.35106168523986,-1.1056,1.344199327,-0.927274932
4/1/13,1,10470.71,20550.84,3797.34,675.67,2535.73,214.68,40.72,174.56,2.0014,83.3,0.82665571,0.401241689,1.735373445,-1.184378636,-0.238493603,-0.205135757,-1.20419686,-0.712577539,-1.528244494,1.196098708,1.165510174,1.281267948,-1.284723972,0.801059837,-1.03237894360947,-1.3169,0.062463495,0.066851133
5/1/13,1,11502.34,21654.86,4152.65,1096.95,2950.35,59.01,0.17,78.35,2.1386,84.33,1.639712834,1.03724864,1.916047249,-0.349302106,1.479580484,-1.054133877,-1.508319085,2.050679233,-0.872820164,1.128723063,1.070886621,0.879933109,0.296233393,1.410646179,-1.33299494507573,-0.9733,1.400584222,1.375427096
6/1/13,1,9917.28,19331.84,3437.19,728.29,2591.04,157.77,0.16,72.1,2.2322,90.18,0.430714989,-0.110684309,1.272042328,-0.930732729,0.002203825,-0.967879481,-1.559304283,2.45353881,1.809856558,-1.085239872,-1.244443482,-1.227497259,-0.562071298,-0.55129611,-0.707368301286052,-0.7727,1.140858006,1.400527338
7/1/13,1,9982.57,20357.39,3059.71,692.16,2665.9,188.68,0.01,186.61,2.2765,93.45,0.479273599,0.417759155,0.931797667,-0.868030259,0.411542967,-0.925040682,-1.111733606,2.147373933,2.232933178,-0.662059543,-0.095357107,-1.081398166,-0.803573645,-0.45136361,-1.41201130789026,1.4125,1.056522895,1.094747678
8/1/13,1,10616.03,21214.51,2894.18,1088,2640.52,145.04,0,707.12,2.3855,98.06,0.963856066,0.931804981,0.720929848,-0.0336351,0.349364052,-0.889928322,0.357051593,2.235879157,2.399930296,1.409145815,1.186639742,-1.039331565,1.409387552,0.258432084,-0.774328781746271,1.3938,1.357330674,1.287975238
9/1/13,1,10491.9,20745.6,1851.42,1553.75,2789.84,127.49,0,772.81,2.2169,94.79,0.785477063,0.639027265,-0.012946414,0.903206753,0.892412938,-0.824980644,0.565975359,0.758722572,1.364853422,0.468470031,-0.076761875,-1.402880574,1.25649242,1.396261832,-0.707106781186547,0.8287,-1.089646638,-0.332262179
10/1/13,1,9626.12,20636.72,819.71,980.88,3219.18,190.66,0,806.76,2.2399,91.47,0.138529238,0.617472436,-0.723236087,-0.29664027,2.071076606,-0.804910261,0.736135965,0.797626694,0.577691938,-1.404816258,-0.913069518,-1.222564489,-0.911464144,1.369842537,,1.0766,-0.54743971,-1.227830574
11/1/13,1,9125.67,18918.41,349.31,1574.21,3008.83,154.06,0.34,775.65,2.3361,94.71,-0.239344481,-0.246762554,-1.063219274,0.92684435,1.130414779,-0.753363399,0.784303127,1.30739678,1.079403915,-1.102517768,-1.412217256,-1.048075864,0.743980152,0.016429996,1.41421356237309,-0.6128,1.390630494,0.6810851
