date,USDBRL_log,neer_log,reer_log,brazil_rate_log,us_rate_log,rate_diff_log,vix_log,current_account_log,aec_log,pae_log,fx_gap_log,total_commodity_exports_log,total_export_value_log,total_export_kg_log,post_2008,USDBRL,neer,reer,brazil_rate,us_rate,vix,current_account,aec,pae,fx_gap,total_commodity_exports,total_export_value,total_export_kg,cxpi_dynamic,cxpi_laspeyres,cxpi_dynamic_log,cxpi_laspeyres_log
7/1/19,-0.020824087,0.016825619,0.016297117,0,0,0,-0.174022754,-1.478281914,0.062420324,-0.140718173,0.364818802,0.01627347,0.083818672,0.162172139,1,3.778713043,128.26,129.91,6.5,2.375,13.31,-11453800000,2493184600,4317785400,-1824600800,18027760000,1.99E+10,64749805265,589.0411987,581.6937866,0.102722998,0.072507629
8/1/19,0.061744627,-0.029432504,-0.033421228,-0.080042708,-0.111225635,-0.062520357,0.354870161,0.612064043,0.206306867,0.117128891,0.019210801,0.014067625,-0.015190165,-0.02333887,1,4.019381818,124.54,125.64,6,2.125,18.98,-6210600000,3064448800,4854332100,-1789883300,18283160000,1.96E+10,63256116255,468.7250061,470.1592102,-0.228479873,-0.212872787
9/1/19,0.024943472,-0.015373715,-0.023189445,-0.087011377,-0.125163143,-0.066691374,-0.198682274,0.514201898,-0.186267973,0.394908162,-0.957161741,0.002864653,-0.052367986,-0.026299661,1,4.1209,122.64,122.76,5.5,1.875,15.56,-3713800000,2543649200,7205032100,-4661382900,18335610000,1.86E+10,61614187592,465.0874939,466.5811768,-0.007790709,-0.007639365
10/1/19,-0.008410391,0.006177877,0.000814266,-0.09531018,-0.143100844,-0.071458964,-0.005800854,-0.901282881,-0.118024288,-0.284512722,0.388597235,0.019862393,0.047252885,0.048013461,1,4.086386957,123.4,122.86,5,1.625,"	15.47",-9146200000,2260476100,5420927700,-3160451600,18703440000,1.95E+10,64644667724,447.8717346,455.4315491,-0.037718662,-0.024186589
11/1/19,0.016585046,-0.015516849,-0.014346272,0,0,0,-0.211575299,0.78415228,0.101581822,-0.277419964,0.677300934,0.01390722,-0.102515564,-0.162422816,1,4.154725,121.5,121.11,5,1.625,"	12.52",-4175300000,2502167300,4107633200,-1605465900,18965370000,1.76E+10,54953249055,418.2695313,431.4873962,-0.068380848,-0.054007128
12/1/19,-0.011095524,0.008115131,0.014915864,-0.105360516,0,-0.16034265,0.094438467,-0.145618847,-0.105965361,0.678619527,-1.292376463,-0.011306272,0.04987183,-0.022262052,1,4.108880952,122.49,122.93,4.5,1.625,"	13.76",-4829800000,2250588900,8096780600,-5846191700,18752150000,1.85E+10,53743393839,459.042572,465.6941833,0.093016919,0.076290859
1/1/20,0.009180755,-0.011908325,-0.013018565,0,0,0,0.012996573,-0.799765756,-0.198673777,-0.864853272,1.318166265,-0.09429055,-0.250542526,-0.140085381,1,4.146777273,121.04,121.34,4.5,1.625,13.94,-10746400000,1845071700,3409662300,-1564590600,17064800000,1.44E+10,46718273016,590.8206177,483.5183716,0.252369493,0.037560151
2/1/20,0.045966494,-0.034802201,-0.037448755,-0.057158414,0,-0.090971778,0.342296603,0.79100471,0.073226662,0.8404659,-1.33011407,0.051652449,0.067139303,-0.061521071,1,4.341838889,116.9,116.88,4.25,1.625,19.63,-4872300000,1985249900,7901709700,-5916459800,17969400000,1.54E+10,43930739973,439.7367859,448.4822998,-0.295336114,-0.075220096
3/1/20,0.117506501,-0.100713976,-0.100448272,-0.125163143,-2.564949357,0.322773392,1.078891166,0.363562483,1.111003355,-0.090993153,1.608465303,-0.013751222,0.17253355,0.195880565,1,4.883218182,105.7,105.71,3.75,0.125,57.74,-3387200000,6030006900,7214450300,-1184443400,17723990000,1.83E+10,53436544555,352.1667786,446.2323914,-0.222071468,-0.005029342
4/1/20,0.086605429,-0.068621269,-0.069121263,0,0,0,-0.331462293,43.44462087,-0.891727695,-0.184580864,-1.091030564,-0.048361966,-0.039002158,0.07351201,1,5.324985,98.69,98.65,3.75,0.125,41.45,2177300000,2471982500,5998474200,-3526491700,16887220000,1.76E+10,57512762338,317.4934387,421.1245422,-0.103647713,-0.057911258
5/1/20,0.057979362,-0.061429232,-0.064802114,-0.223143551,0,-0.231801614,-0.293731698,-1.587766572,-0.392051335,0.273852097,-0.56712425,-0.014485102,-0.005698021,0.014901242,1,5.64285,92.81,92.46,3,0.125,30.90,445000000,1670243000,7888115300,-6217872300,16644370000,1.75E+10,58376191041,336.1294861,453.4038391,0.057039308,0.073854591
6/1/20,-0.082501075,0.070507365,0.068545731,-0.287682072,0,-0.302280872,0.007094515,1.934058491,-0.140007374,-0.339041104,0.400019325,-0.038506901,0,0.089524948,1,5.195995238,99.59,99.02,2.25,0.125,31.12,3078300000,1452028800,5619912700,-4167883900,16015630000,1.75E+10,63843390897,447.6739197,506.4255981,0.286568649,0.110594213
7/1/20,0.015961331,-0.023879608,-0.024432598,0,0,0,-0.147957387,-41.59619452,-0.023500312,-0.197570836,0.26610857,0.093040901,0.103072185,0.113025444,1,5.279595652,97.24,96.63,2.25,0.125,26.84,-377300000,1418303500,4612386000,-3194082500,17577260000,1.94E+10,71482917960,497.668335,528.4333496,0.105868752,0.042539266
8/1/20,0.033715264,-0.037724507,-0.038719959,-0.117783036,0,-0.125163143,-0.159193178,40.6580476,0.124074258,0.409314479,-0.513851089,-0.049977687,-0.10880286,-0.126972595,1,5.460633333,93.64,92.96,2,0.125,22.89,1204700000,1605661300,6945262500,-5339601200,16720380000,1.74E+10,62959138217,603.4273682,578.5925293,0.192691821,0.090681796
9/1/20,-0.011373077,0.006387077,0.008995563,0,0,0,0.188925594,-3.499417051,-0.128409584,-0.638498936,0.861771487,0.046038152,0.044951388,0.067879405,1,5.398880952,94.24,93.8,2,0.125,27.65,36400000,1412168000,3667685600,-2255517600,17508150000,1.82E+10,67381151109,680.0484619,598.0170898,0.119538381,0.033020851
10/1/20,0.041063109,-0.040494869,-0.035594035,0,0,0,0.062728566,-38.27475795,-0.103166459,0.141105628,-0.268346669,-0.002879947,-0.033522692,-0.150066304,1,5.625190476,90.5,90.52,2,0.125,"	29.44",-1151900000,1273742800,4223509700,-2949766900,17457800000,1.76E+10,57991649032,681.7626953,588.4603271,0.00251758,-0.016109821
11/1/20,-0.037669272,0.025420013,0.033673215,0,0,0,-0.163478469,-0.738877674,0.035657917,0.001470727,0.013660839,0.069152405,-0.017192401,-0.057467563,1,5.417235,92.83,93.62,2,0.125,"	25.00",-2411600000,1319981300,4229725900,-2909744600,18707770000,1.73E+10,54752961279,730.4650879,613.0411987,0.068999795,0.040922631
12/1/20,-0.05157077,0.042290269,0.049796768,0,0,0,-0.111155049,-1.226072947,-0.045780874,0.510903219,-0.687924725,-0.020678155,0.067064231,0.075737309,1,5.144945455,96.84,98.4,2,0.125,"	22.37",-8218300000,1260913800,7050090200,-5789176400,18324900000,1.85E+10,59060879256,1006.50061,740.2103882,0.320553414,0.188502312
1/1/21,0.040127975,-0.036597144,-0.040335155,0,0,0,0.107548554,-4.86707E-05,0.263481608,-1.269374435,2.834485921,0.018176066,-0.216409519,-0.196113447,1,5.3556,93.36,94.51,2,0.125,24.91,-8218700000,1641020500,1981127200,-340106700,18661020000,1.49E+10,48543257939,1167.116455,811.5756226,0.148056566,0.092043117
2/1/21,0.011195303,-0.007741974,-0.007327596,0,0,0,-0.073706608,0.717670681,0.148505798,1.548438819,-3.082097133,0.078145638,0.095920122,-0.109430001,1,5.415894444,92.64,93.82,2,0.125,23.14,-4009800000,1903747100,9319461000,-7415713900,20177790000,1.64E+10,43511501931,966.1912842,796.9484863,-0.188929586,-0.018187529
3/1/21,0.041529193,-0.03147017,-0.028981267,0.318453731,0,0.336472237,-0.057819571,-0.711592896,0.647417794,-0.743102503,2.232549237,0.123890171,0.393195016,0.346355974,1,5.645547826,89.77,91.14,2.75,0.125,21.84,-8168900000,3637300900,4432670800,-795369900,22839070000,2.43E+10,61521166691,704.5316772,817.7689819,-0.315828537,0.025789836
4/1/21,-0.01499309,0.014267786,0.011563345,0,0,0,-0.226124179,44.9378244,-0.050346266,0.361387137,-1.294894823,0.086756518,0.071458964,0.016495045,1,5.561535,91.06,92.2,2.75,0.125,17.42,4018700000,3458709800,6362296700,-2903586900,24909000000,2.61E+10,62544376858,673.423645,869.8721313,-0.045158675,0.061766347
5/1/21,-0.049971291,0.041410444,0.044546071,0.241162057,0,0.251314428,0.126040721,-0.34859912,-0.234891734,-0.065438955,-0.104872497,-0.00320961,0.003824096,-0.018211344,1,5.290447619,94.91,96.4,3.5,0.125,19.76,2835900000,2734651200,5959284800,-3224633600,24829180000,2.62E+10,61415668511,805.9470825,981.71875,0.179643467,0.120958637
6/1/21,-0.050223512,0.055735001,0.05568199,0.194156014,0,0.200670695,-0.152802062,-0.131563685,-0.106253362,-0.371070251,0.668294121,0.03896907,0.077102394,0.097360036,1,5.031304762,100.35,101.92,4.25,0.125,16.96,2486300000,2458989600,4111879500,-1652889900,25815850000,2.83E+10,67695860040,1045.198853,1027.134888,0.25994435,0.045223681
7/1/21,0.024487028,-0.011929368,-0.007880261,0,0,0,0.037041272,-43.46977678,-0.048137597,0.109753736,-0.306379444,-0.084457614,-0.104183352,-0.098846815,1,5.156027273,99.16,101.12,4.25,0.125,17.60,-3041800000,2343423600,4588870700,-2245447100,23725040000,2.55E+10,61324424851,1081.933838,1017.722351,0.034542874,-0.009206122
8/1/21,0.018275532,-0.016472157,-0.012338465,0.211309094,0,0.217064505,-0.007413778,0.594966034,-0.064152119,-0.378665577,0.86596899,0.070208681,0.064538521,0.074104266,1,5.251122727,97.54,99.88,5.25,0.125,17.47,-1677800000,2197808700,3142342000,-944533300,25450610000,2.72E+10,66041443527,823.5217285,798.5152588,-0.272915375,-0.242568344
9/1/21,0.005311918,-0.001231022,0.004096524,0.174353387,0,0.178248231,0.126206405,-0.635901113,0.098306663,0.057016829,0.046220668,-0.081830838,-0.108633841,-0.094160511,1,5.279090476,97.42,100.29,6.25,0.125,19.82,-3168900000,2424844700,3326714600,-901869900,23450900000,2.44E+10,60106739045,605.69104,593.512085,-0.307219914,-0.296696501
10/1/21,0.048127854,-0.044283807,-0.04132483,0.21511138,0,0.219053566,-0.1035682,-0.586344536,-0.128302366,-0.012561026,-0.245067686,-0.018864374,-0.076633226,-0.075694215,1,5.539375,93.2,96.23,7.75,0.125,"	17.87",-5695800000,2132862800,3285189000,-1152326200,23012660000,2.26E+10,55724937094,649.7713013,595.5048828,0.070250436,0.003352012
11/1/21,0.003043542,0.002036551,0.00559587,0,0,0,0.034647403,-0.319650069,-0.259069079,-0.201573303,0.103160225,-0.066273042,-0.09752502,-0.088001519,1,5.55626,93.39,96.77,7.75,0.125,"	18.50",-7841100000,1646078900,2685456900,-1039378000,21536980000,2.05E+10,51030639756,516.6749268,496.9103699,-0.229206548,-0.180999921
12/1/21,0.016837284,-0.009467526,-0.008509806,0.176930708,0,0.179585577,0.143281008,0.125584941,0.104775999,0.437958092,-0.808667545,0.122921365,0.174158246,0.177252649,1,5.650604348,92.51,95.95,9.25,0.125,"	21.35",-6915700000,1827907800,4161222800,-2333315000,24353920000,2.44E+10,60927149553,617.6311035,583.5054321,0.178477451,0.160644094
1/1/22,-0.020941116,0.018846259,0.016640351,0,0,0,0.082238098,-0.000144588,0.239928157,-0.555056758,3.578388267,0.012410597,-0.208901195,-0.232639665,1,5.533504762,94.27,97.56,9.25,0.125,23.18,-6916700000,2323559300,2388707000,-65147700,24658050000,1.98E+10,48281053441,741.0135498,686.6945801,0.182127552,0.162835862
2/1/22,-0.06293634,0.065486147,0.063346236,0.150282203,0,0.152191815,0.105144789,1.537783538,0.292498586,0.418852182,-2.073921715,0.163574903,0.171318483,-0.050830118,1,5.195978947,100.65,103.94,10.75,0.125,25.75,-1486100000,3113037000,3631349700,-518312700,29040120000,2.35E+10,45888250205,616.3970337,730.2825317,-0.18412762,0.061541866
3/1/22,-0.044911621,0.057903293,0.057756871,0.088947486,1.098612289,0.06820825,0.04629051,-0.191242461,0.34593858,0.474599377,-1.019886268,-0.052560367,0.223994253,0.283591264,1,4.967781818,106.65,110.12,11.75,0.375,26.97,-1799300000,4399704400,5836923000,-1437218600,27553180000,2.94E+10,60934551466,631.1159058,774.819397,0.02359824,0.059198477
4/1/22,-0.043268807,0.057304259,0.057350106,0,0,0,-0.10137227,42.54651345,-0.02245814,0.366807778,-1.053479966,0.030462369,-0.013698844,-0.098633589,1,4.757415789,112.94,116.62,11.75,0.375,24.37,1669600000,4301996500,8423383200,-4121386700,28405430000,2.90E+10,55211251934,609.1176147,772.1413574,-0.035478155,-0.003462327
5/1/22,0.040581543,-0.02492285,-0.029146437,0.081678031,0.84729786,0.043017385,0.184575887,-43.19804056,-0.359995506,-0.310531513,0.261383816,-0.038662286,0.020478531,0.00990164,1,4.95445,110.16,113.27,12.75,0.875,29.31,-3451900000,3001414600,6174821900,-3173407300,27328170000,2.96E+10,55760649350,566.3294067,709.2429199,-0.072835477,-0.084969548
6/1/22,0.018826701,-0.010585972,-0.015301428,0.038466281,0.619039208,-0.021277398,-0.037543512,42.57206379,-0.079241218,0.247991147,-0.482239195,0.089574154,0.099600717,0.142666612,1,5.048609524,109,111.55,13.25,1.625,28.23,892800000,2772758000,7912716800,-5139958800,29889050000,3.27E+10,64311278752,609.6513062,710.1185913,0.073711265,0.001233895
7/1/22,0.061244951,-0.043213997,-0.059370366,0,0.379489622,-0.066691374,-0.121509417,-43.00071372,-0.134658477,-0.706659803,1.245119942,-0.046402843,-0.092866684,-0.007640442,1,5.36747619,104.39,105.12,13.25,2.375,25.00,-5299300000,2423430300,3903257200,-1479826900,28533800000,2.98E+10,63821784534,525.1934814,606.0947266,-0.149120434,-0.158395698
8/1/22,-0.043209896,0.049068386,0.037803746,0.037041272,0,0.044951388,-0.120135801,-0.225492045,-0.003785768,0.341196358,-0.731758017,-0.017480469,0.033006296,0.36784481,1,5.1404875,109.64,109.17,13.75,2.375,22.17,-6639700000,2414273100,5490436400,-3076163300,28039350000,3.08E+10,92198087959,526.1712646,604.532959,0.001860027,-0.002580097
9/1/22,0.018478135,0.008265636,-0.004774594,0,0.274436846,-0.06820825,0.209610808,-0.015705056,0.006453091,-0.224913902,0.453458176,-0.01882669,-0.074107972,-0.292984862,1,5.236357143,110.55,108.65,13.75,3.125,27.34,-6744800000,2429903000,4384580000,-1954677000,27516400000,2.86E+10,68782856185,532.036499,563.2380371,0.011085336,-0.070753851
10/1/22,0.002543925,0.013566535,0.009070565,0,0,0,0.093179828,0.348041093,-0.038636446,-0.13855553,0.278541047,-0.006679012,-0.061280431,-0.142450317,1,5.249695,112.06,109.64,13.75,3.125,"	30.01",-4762300000,2337810700,3817280700,-1479470000,27333230000,2.69E+10,59650600391,478.3790588,534.7047119,-0.106308666,-0.051987686
11/1/22,0.004629537,-0.014833733,-0.014978456,0,0.21511138,-0.073203404,-0.253077299,2.060286775,-0.10697588,0.128233106,-0.414309557,0.058793607,0.029306127,0.052307176,1,5.274055,110.41,108.01,13.75,3.875,"	23.30",-606800000,2100633600,4339553300,-2238919700,28988430000,2.77E+10,62853799673,504.4792175,536.2736206,0.053123216,0.002929863
12/1/22,-0.006128496,-0.008824256,-0.007154502,0,0.121360857,-0.051959739,-0.067461243,-2.41875546,0.179069946,-0.280438002,1.072892352,-0.070123321,-0.051863474,0.001590583,1,5.241831818,109.44,107.24,13.75,4.375,"	21.78",-6815500000,2512577100,3278327600,-765750500,27025300000,2.63E+10,62953853414,600.1130371,604.3876343,0.173591388,0.119571254
1/1/23,-0.007996661,-0.00228697,-0.005610637,0,0,0,-0.076795766,-0.142281786,-0.112001704,0.1142595,-0.623730241,0.020544358,-0.142808403,-0.184073516,1,5.200081818,109.19,106.64,13.75,4.375,20.17,-7857600000,2246351300,3675146200,-1428794900,27586260000,2.28E+10,52369714491,658.210022,652.6300659,0.09240603,0.076794683
2/1/23,-0.005591077,0.01553941,0.014245388,0,0.055569851,-0.027028672,-0.002482007,0.556315523,0.224041912,0.223253636,-0.222013051,-0.09552386,-0.121077932,-0.142129401,1,5.171088889,110.9,108.17,13.75,4.625,20.12,-4504900000,2810462800,4594438500,-1783975700,25073060000,2.02E+10,45431198276,626.0039063,672.6755371,-0.050167452,0.030252645
3/1/23,0.007661793,0.000991393,-0.000924898,0,0.052643733,-0.027779564,0.072829109,0.966744358,0.34940215,0.589130515,-0.878667094,0.202968567,0.484745911,0.412094299,1,5.21086087,111.01,108.07,13.75,4.875,21.64,-1713300000,3985852900,8281110400,-4295257500,30715350000,3.28E+10,68600056223,513.2657471,671.748291,-0.198562875,-0.001379396
4/1/23,-0.0374878,0.035833444,0.032679375,0,0,0,-0.194222032,0.318643441,-0.220729551,-0.23644642,0.251255471,-0.118316217,-0.190894788,-0.181140127,1,5.019133333,115.06,111.66,13.75,4.875,17.82,-1245800000,3196389100,6537341900,-3340952800,27287980000,2.71E+10,57234291892,468.2278748,629.5613403,-0.091838647,-0.064860412
5/1/23,-0.007377504,0.018769384,0.014492363,0,0.050010421,-0.028573372,-0.010152371,40.35956549,-0.045756054,-0.168703031,0.302421481,0.071874723,0.18784135,0.274268134,1,4.982240909,117.24,113.29,13.75,5.125,17.64,270700000,3053430500,5522483200,-2469052700,29321500000,3.27E+10,75295574509,448.9310913,567.3876953,-0.042085685,-0.103980456
6/1/23,-0.026701774,0.035444203,0.02785453,0,0,0,-0.231111721,-40.46887549,-0.067156602,-0.125464719,0.202618218,-0.080785243,-0.099600717,-0.070673635,1,4.850966667,121.47,116.49,13.75,5.125,14.00,-1389700000,2855106400,4871310000,-2016203600,27045910000,2.96E+10,70157851618,493.2463684,605.4157715,0.094139378,0.064872612
7/1/23,-0.01051347,0.013817004,0.007099812,0,0.047628049,-0.029413885,-0.005012542,-0.84571353,-0.16485487,-0.12451648,0.070041905,0.001450553,-0.044912557,-0.01585597,1,4.800233333,123.16,117.32,13.75,5.375,13.93,-3237500000,2421178100,4300995100,-1879817000,27085170000,2.83E+10,69054203646,509.1028137,613.1204224,0.031641205,0.012645917
8/1/23,0.021171207,0.006635939,-0.004784698,-0.037041272,0,-0.061557893,0.129124713,1.710773932,0.048264542,0.209494809,-0.384947988,0.045848776,0.094346015,0.143907907,1,4.902943478,123.98,116.76,13.25,5.375,15.85,-585100000,2540901100,5303363400,-2762462300,28355900000,3.11E+10,79742258398,496.7797241,585.4779053,-0.024503271,-0.046132918
9/1/23,0.00679856,0.008353462,-0.001114015,-0.038466281,0,-0.065597282,-0.043849707,-0.690665895,-0.201947935,0.385167296,-0.727660582,0.001323011,-0.080310696,-0.080901337,1,4.93639,125.02,116.63,12.75,5.375,15.17,-1167300000,2076265500,7795202800,-5718937300,28393440000,2.87E+10,73545063439,565.7032471,628.3115845,0.129922925,0.070607751
10/1/23,0.025570346,-0.016614625,-0.021756004,0,0,0,0.219312888,39.91111925,0.04093205,-0.497268851,0.796790237,0.034454496,0.034249923,-0.041231855,1,5.064242857,122.96,114.12,12.75,5.375,"	18.89",184500000,2163014600,4740960100,-2577945500,29388770000,2.97E+10,70574329374,562.5672607,617.5847778,-0.005558941,-0.017219846
11/1/23,-0.033431788,0.019888735,0.014700391,-0.040005335,0,-0.070204259,-0.2981478,-38.32805873,0.059134517,-0.011443727,0.074765065,-0.007596295,-0.062520357,-0.053884055,1,4.897735,125.43,115.81,12.25,5.375,"	14.02",-239700000,2294781000,4687015100,-2392234100,29166370000,2.79E+10,66872138571,627.8856201,670.7609253,0.109847315,0.082596426
12/1/23,-0.000223598,0.04031481,0.026163664,-0.041672696,0,-0.075507553,-0.097309324,-3.14891699,-0.239218188,-0.080293538,-0.051570739,0.040879086,0.031748698,0.089039666,1,4.89664,130.59,118.88,11.75,5.375,"	12.72",-5587600000,1806550500,4325390400,-2518839900,30383370000,2.88E+10,73099540631,759.00354,692.0077515,0.189648425,0.03118438
1/1/24,0.003497393,0.019038081,0.007625629,0,0,0,0.051332602,0.451744824,0.166955051,-0.112549646,0.375582988,0.031405925,-0.075711822,-0.13406963,1,4.913795455,133.1,119.79,11.75,5.375,13.39,-3556600000,2134802800,3864965500,-1730162700,31352730000,2.67E+10,63927680499,728.6223755,682.2202759,-0.040850847,-0.014244566
2/1/24,0.010122808,-0.001729519,-0.012431911,-0.043485112,0,-0.081678031,0.043119577,-0.035601169,0.027774147,-0.049894907,0.154870765,-0.156182177,-0.136210205,-0.123616315,1,4.963789474,132.87,118.31,11.25,5.375,13.98,-3685500000,2194926200,3676855300,-1481929100,26819230000,2.33E+10,56494095981,620.7068481,634.3032837,-0.160296688,-0.072825385
3/1/24,0.003167057,-0.004299135,-0.012845228,-0.045462374,0,-0.088947486,-0.013684045,-0.574677096,0.432331629,0.625138877,-0.856035654,0.018758618,0.172979053,0.105780059,1,4.979535,132.3,116.8,10.75,5.375,13.79,-6547500000,3382043300,6870224100,-3488180800,27327070000,2.77E+10,62797558497,450.6343994,571.390686,-0.32020254,-0.104454016
4/1/24,0.029474047,-0.018076227,-0.024001499,0,0,0,0.157356971,1.10892878,0.088363658,0.285336179,-0.445196289,0.056606855,0.089715299,0.096645627,1,5.128486364,129.93,114.03,10.75,5.375,16.14,-2160100000,3694494400,9138834900,-5444340500,28918590000,3.03E+10,69169625053,455.9271545,579.5255127,0.011676682,0.014136498
5/1/24,0.000772104,-0.004628566,-0.004570633,-0.023530497,0,-0.047628049,-0.211746539,0.054072365,-0.238287481,-0.318497256,0.376838797,-0.064536608,-0.003305788,0.018818402,1,5.132447619,129.33,113.51,10.5,5.375,13.06,-2046400000,2911173400,6646136100,-3734962700,27111230000,3.02E+10,70483611654,508.8029175,611.1837158,0.109727698,0.053187907
6/1/24,0.048661191,-0.039025882,-0.041460909,0,0,0,-0.03031713,-0.887196833,0.073728164,0.096202329,-0.113375868,0.02230931,-0.050944802,-0.002005876,1,5.388375,124.38,108.9,10.5,5.375,12.67,-4969300000,3133919300,7317274900,-4183355600,27722860000,2.87E+10,70342372003,459.1295166,561.8828125,-0.102728405,-0.084104285
7/1/24,0.028011952,-0.028791289,-0.031624295,0,0,0,0.125905706,-0.288144807,-0.151402575,-0.195481437,0.229824282,0.00899171,0.070617567,0.114794219,1,5.541447826,120.85,105.51,10.5,5.375,14.37,-6628800000,2693608700,6018009400,-3324400700,27973260000,3.08E+10,78899001110,494.3100281,554.4684448,0.073830566,-0.013283412
8/1/24,0.001904872,-0.011317421,-0.016917966,0,0,0,0.295480396,-0.075618632,0.231884869,0.016203185,0.200752174,-0.037628717,-0.070617567,-0.096071733,1,5.552013636,119.49,103.74,10.5,5.375,19.31,-7149500000,3396572000,6116314600,-2719742600,26940220000,2.87E+10,71671761965,468.5169067,516.5708008,-0.05359072,-0.070797541
9/1/24,-0.001991705,-0.001004773,-0.000192808,0.023530497,-0.09763847,0.136575535,-0.089320901,-0.032097001,-0.151430157,-0.024154843,-0.114954253,0.044170682,-0.006993035,0.004424531,1,5.540966667,119.37,103.72,10.75,4.875,17.66,-7382700000,2919278600,5970346000,-3051067400,28156860000,2.85E+10,71989578439,476.921875,499.9025574,0.017780505,-0.032799163
10/1/24,0.014786818,-0.002348403,-0.000482183,0,0,0,0.122428076,-0.000555198,-0.160285824,0.248170024,-0.526437981,0.002683131,0.027683429,-0.008138706,1,5.623508696,119.09,103.67,10.75,4.875,"	19.96",-7386800000,2486934200,7652060100,-5165125900,28232510000,2.93E+10,71406054242,543.597229,542.6528931,0.130855891,0.082056682
11/1/24,0.032014936,-0.016253638,-0.01310762,0.045462374,-0.052643733,0.120144312,-0.219892329,0.513894352,-0.133394377,-0.303456467,0.396951073,0.057228799,-0.048960827,-0.090083684,1,5.806457895,117.17,102.32,11.25,4.625,"	16.02",-4418500000,2176365600,5649225400,-3472859800,29895350000,2.79E+10,65254758752,573.8552246,531.8656006,0.054168558,-0.020079049
12/1/24,0.048726924,-0.040317158,-0.03947094,0.085157808,-0.055569851,0.172842813,-0.009407407,-0.840169261,-0.05046107,-0.117997672,0.16277084,-0.154609943,-0.113758885,-0.12828098,1,6.096395238,112.54,98.36,12.25,4.375,"	15.87",-10236600000,2069268700,5020456000,-2951187300,25612820000,2.49E+10,57398489910,606.2002563,536.7174072,0.054833245,0.009080886
1/1/25,-0.012415606,0.019621412,0.017435564,0.078471615,0,0.119545151,0.054564561,0.040693379,0.087843527,-0.188648543,0.441373513,0.150387677,0.019881371,0.054038017,1,6.021172727,114.77,100.09,13.25,4.375,16.76,-9828400000,2259263300,4157326600,-1898063300,29769390000,2.54E+10,60585525542,611.9276733,535.4718628,0.009403707,-0.002323368
2/1/25,-0.043469086,0.038711203,0.046079406,0,0,0,0.012451984,-0.043541828,-0.021381605,0.560545081,-0.982628298,-0.053989217,-0.11238425,-0.160046959,1,5.765045,119.3,104.81,13.25,4.375,16.97,-10265800000,2211469400,7282085600,-5070616200,28204780000,2.27E+10,51625154968,524.0595703,554.6485596,-0.155008733,0.035186342
3/1/25,-0.003271445,-0.011804522,-0.010743509,0.072759354,0,0.106767975,0.252296072,1.194806375,0.005743941,-0.103021896,0.154433483,0.006539868,0.234532198,0.230575979,1,5.746215789,117.9,103.69,14.25,4.375,21.84,-3108100000,2224208500,6569222000,-4345013500,28389840000,2.87E+10,65012855804,412.2252502,531.6445313,-0.240035438,-0.042359596
4/1/25,0.006395763,-0.006552378,-0.006385471,0,0,0,0.381054812,0.432945861,0.440668946,0.12577865,0.084274039,0.003535854,0.040961358,0.064482891,1,5.783085,117.13,103.03,14.25,4.375,31.97,-2015900000,3455855600,7449702200,-3993846600,28490400000,2.99E+10,69343188535,405.1923218,521.5647583,-0.017208101,-0.019141648
5/1/25,-0.020316054,0.010530883,0.011579788,0.034486176,0,0.049392755,-0.446326203,-0.602145875,-0.164587282,-0.134659594,0.109467001,-0.03119867,0,0.069575024,1,5.666780952,118.37,104.23,14.75,4.375,20.46,-3681100000,2931407800,6511139400,-3579731600,27615260000,2.99E+10,74339537769,431.5315247,519.2730713,0.062978743,-0.00440355
6/1/25,-0.021462238,0.015092095,0.013815664,0.016807118,0,0.023810649,-0.106121096,-0.435568924,0.196120611,-0.342199663,1.219204133,-0.014921792,-0.03056265,-0.002855573,1,5.546455,120.17,105.68,15,4.375,18.40,-5690400000,3566566600,4624252800,-1057686200,27206250000,2.90E+10,74127558582,424.9598694,501.7119751,-0.015345827,-0.034403693